runs,cost
1634,1.414212
1635,1.4136711
1636,1.4142135
1637,1.4141726
1638,1.4141651
1639,1.4142135
1640,3.416897e-12
1641,1.414189
1642,1.4139905
1643,1.4142115
1644,1.4140154
1645,1.4141202
1646,4.584523e-16
1647,1.4142126
1648,1.414124
1649,1.4142097
1650,1.4141933
1651,1.4141358
1652,1.4134159
1653,1.4142127
1654,1.7209846e-12
1655,1.4141953
1656,1.4114139
1657,1.4140096
1658,2.787437e-12
1659,1.4142135
1660,1.4142135
1661,1.4141967
1662,1.4142133
1663,1.4142013
1664,1.414061
1665,5.0630253e-17
1666,1.4142133
1667,1.4142075
1668,1.4142135
1669,1.4142135
1670,1.0274608e-10
1671,1.4142135
1672,1.4142135
1673,1.4142027
1674,1.4142135
1675,0.00022291057
1676,1.4141922
1677,1.4142094
1678,1.4139886
1679,1.412018
1680,1.4141423
1681,1.414097
1682,1.4142135
1683,1.4142134
1684,1.4142121
1685,1.4142096
1686,1.4142054
1687,1.4141958
1688,1.4142121
1689,1.4142135
1690,1.4142132
1691,1.4141113
1692,1.4125316
1693,3.0169225e-8
1694,1.4142135
1695,1.4139981
1696,1.4140579
1697,1.4142135
1698,1.4141775
1699,1.4141922
1700,1.4140222
1701,1.4139453
1702,4.684974e-8
1703,1.4142135
1704,1.4141564
1705,1.4142109
1706,1.4140891
1707,0.000003638534
1708,1.4142089
1709,1.4141947
1710,1.4142135
1711,1.4142135
1712,1.4142135
1713,1.4142091
1714,1.4141309
1715,1.4142066
1716,6.958304e-8
1717,1.39021
1718,7.8647286e-20
1719,1.4142113
1720,1.4142122
1721,1.4142134
1722,1.4142089
1723,1.4130291
1724,1.4142054
1725,1.4142127
1726,1.4140577
1727,1.4139385
1728,1.4142135
1729,1.4142135
1730,1.4130372
1731,1.4142135
1732,6.274559e-8
1733,1.4142046
1734,1.4141678
1735,1.4142048
1736,1.4142135
1737,1.4141709
1738,1.4142126
1739,1.4142112
1740,1.4142101
1741,1.4139482
1742,1.4139774
1743,1.4142135
1744,8.8527435e-10
1745,1.4142118
1746,1.4128823
1747,1.4142118
1748,1.4142083
1749,2.7749976e-18
1750,1.4142121
1751,1.4141263
1752,1.4134046
1753,1.4142109
1754,1.4142135
1755,1.4138591
1756,1.4142135
1757,1.4141761
1758,1.4135615
1759,1.4141847
1760,1.4141958
1761,1.4129115
1762,1.4142094
1763,1.4142051
1764,1.414193
1765,1.4140749
1766,1.3629041e-19
1767,1.4141856
1768,1.4142135
1769,1.4138469
1770,1.4141992
1771,1.4140711
1772,1.4142114
1773,1.414212
1774,1.41421
1775,1.4141291
1776,2.5918148e-12
1777,1.4141215
1778,1.4141372
1779,1.4141731
1780,1.4142135
1781,1.4107091
1782,2.8807244e-13
1783,1.0270498e-12
1784,1.4142103
1785,1.4140946
1786,1.4141467
1787,1.4123425
1788,1.4141611
1789,1.4142082
1790,1.4141401
1791,1.414212
1792,1.4142135
1793,1.946822e-9
1794,1.4139116
1795,1.4141572
1796,1.4136473
1797,1.414212
1798,5.906595e-19
1799,1.4142109
1800,1.4141634
1801,1.4141958
1802,1.4132731
1803,1.4141773
1804,1.4141614
1805,1.4141934
1806,1.4142054
1807,1.4142135
1808,1.414021
1809,1.413225
1810,1.4142135
1811,1.4142092
1812,1.4141717
1813,1.4141979
1814,1.4133286
1815,1.414212
1816,1.4142135
1817,8.537073e-12
1818,1.4141952
1819,1.4141878
1820,6.2714395e-12
1821,1.4142121
1822,1.4142122
1823,1.4141939
1824,1.4142115
1825,1.4142135
1826,1.4141873
1827,1.4142135
1828,1.4142091
1829,1.4141133
1830,1.1512011e-9
1831,1.4078952
1832,1.4141039
1833,1.4142095
1834,1.4142119
1835,1.4142135
1836,1.4140877
1837,1.4142028
1838,1.4137133
1839,1.4141868
1840,1.4137632
1841,1.4139718
1842,1.414166
1843,1.4142134
1844,1.4142135
1845,1.4141902
1846,1.4142135
1847,1.4142119
1848,1.4133435
1849,1.414213
1850,1.4136075
1851,1.4142135
1852,1.4089028
1853,1.4112295
1854,1.4141027
1855,1.4142001
1856,1.4142077
1857,1.4141356
1858,1.4141783
1859,0.000002960664
1860,1.4142032
1861,1.4136924
1862,1.4133472
1863,1.4140537
1864,1.4142135
1865,1.414194
1866,1.4140878
1867,1.4142135
1868,4.1879173e-21
1869,1.4142135
1870,1.4140117
1871,1.4139758
1872,1.4142028
1873,1.4140242
1874,1.4141912
1875,7.519518e-18
1876,1.4140254
1877,0.000021297668
1878,1.4142119
1879,1.4142108
1880,1.4095558
1881,1.4139636
1882,1.4141165
1883,1.4142127
1884,1.414145
1885,1.4142094
1886,2.12362e-8
1887,1.4141872
1888,1.4138631
1889,1.411148
1890,1.4140185
1891,1.584419e-17
1892,2.1649431e-20
1893,1.4142133
1894,1.4141847
1895,1.4141997
1896,7.19997e-10
1897,1.414199
1898,1.4142005
1899,1.4133468
1900,1.4141957
1901,1.4142089
1902,1.4141943
1903,1.4138175
1904,1.4059632
1905,1.414183
1906,1.4142101
1907,1.4107348
1908,1.4142135
1909,1.414211
1910,1.4142096
1911,1.4141808
1912,1.4142135
1913,1.4142076
1914,1.4141449
1915,1.4142095
1916,1.4142114
1917,1.413653
1918,1.4053276
1919,1.4142135
1920,1.4142109
1921,1.4142135
1922,1.4141484
1923,1.4141452
1924,1.4142112
1925,1.4128621
1926,1.4141974
1927,1.4134986
1928,1.4139003
1929,1.4142032
1930,1.414212
1931,1.4142135
1932,1.4141222
1933,1.4122351
1934,1.4142127
1935,1.4140319
1936,1.4142077
1937,1.4139069
1938,1.414143
1939,1.4142135
1940,1.4142135
1941,1.4142022
1942,1.4141682
1943,1.4142135
1944,0.000038242786
1945,1.4138663
1946,1.4142029
1947,1.414016
1948,1.4142135
1949,1.4142092
1950,1.4142017
1951,1.414212
1952,1.4142135
1953,1.4142135
1954,1.4142057
1955,1.4142096
1956,1.4141505
1957,7.344356e-16
1958,1.4133322
1959,1.4142131
1960,1.4136511
1961,1.4142088
1962,1.4142135
1963,6.4512454e-22
1964,1.4141245
1965,2.6111982e-10
1966,1.4142135
1967,1.4142135
1968,1.4142067
1969,1.4141761
1970,1.4141922
1971,1.4141086
1972,1.4142106
1973,1.0271375e-12
1974,1.4142126
1975,1.4142135
1976,1.4090981
1977,1.4142026
1978,1.4141049
1979,1.4142135
1980,1.4142135
1981,1.4140301
1982,1.4138197
1983,1.4142127
1984,1.4142085
1985,1.414183
1986,1.4142135
1987,1.4142135
1988,1.4141915
1989,1.4142127
1990,1.4141313
1991,1.4142078
1992,1.4141656
1993,1.4142135
1994,1.4108578
1995,1.4141998
1996,1.4142135
1997,1.4108543
1998,1.4141991
1999,1.4140589
2000,1.4119499
2001,1.4141508
2002,1.4142109
2003,1.4141597
2004,1.414117
2005,1.4064351
2006,1.4142135
2007,1.414212
2008,1.4141724
2009,1.4142135
2010,1.4142126
2011,1.4137655
2012,1.4141998
2013,1.4142102
2014,1.4142127
2015,1.4142135
2016,2.7002527e-15
2017,1.4141759
2018,1.4142135
2019,1.4134237
2020,1.5684905e-12
2021,1.4139966
2022,1.4142051
2023,3.141841e-11
2024,1.4138329
2025,1.4142094
2026,1.4133745
2027,1.4142014
2028,1.4142135
2029,1.4142135
2030,1.4139819
2031,1.4142109
2032,1.4136702
2033,4.7990024e-15
2034,1.4134126
2035,1.4142008
2036,1.4142126
2037,1.4142135
2038,1.4075379
2039,1.4126077
2040,1.4141992
2041,1.4142135
2042,1.4142134
2043,1.4131912
2044,1.4142135
2045,1.4120924
2046,1.4142122
2047,1.4141513
2048,1.4120277
2049,1.4141945
2050,1.4142135
2051,1.4141206
2052,1.4141855
2053,5.8923813e-8
2054,1.4140606
2055,1.4142135
2056,1.4139313
2057,6.573525e-12
2058,1.414213
2059,1.2802409e-11
2060,1.4142095
2061,1.4139724
2062,1.4134712
2063,4.1470417e-11
2064,1.4142118
2065,1.4141265
2066,1.41421
2067,1.4142091
2068,1.7924588e-16
2069,1.4142135
2070,1.4140528
2071,2.8799038e-11
2072,1.4141814
2073,1.4083201
2074,1.5290535e-18
2075,1.4141989
2076,1.4126189
2077,1.4100261
2078,1.4142118
2079,1.4140661
2080,3.640701e-10
2081,1.4142135
2082,4.8669363e-12
2083,1.4142106
2084,1.4141973
2085,7.9983025e-13
2086,1.4142135
2087,1.4139563
2088,1.4098217
2089,3.1040528e-16
2090,1.4142135
2091,1.413827
2092,1.4142079
2093,1.4142026
2094,1.4142126
2095,1.4142135
2096,1.4142135
2097,1.4142119
2098,1.4139668
2099,1.4142135
2100,1.4141082
2101,1.3740826
2102,1.4142135
2103,1.2259802e-18
2104,1.4142135
2105,1.4141936
2106,1.4142135
2107,1.4142135
2108,1.4141957
2109,3.1197525e-19
2110,1.4141957
2111,1.4142119
2112,1.4139117
2113,1.4137404
2114,1.4098539
2115,2.1135276e-9
2116,1.4142135
2117,1.4142026
2118,1.414123
2119,1.4142135
2120,1.4142114
2121,1.4142067
2122,1.6308873e-17
2123,1.4141932
2124,1.4142119
2125,1.4142135
2126,1.4142085
2127,1.4124465
2128,1.4105991
2129,1.4142135
2130,1.4131259
2131,1.4142135
2132,1.4069909
2133,1.4142135
2134,1.4142135
2135,1.4142126
2136,1.4141222
2137,1.4070079
2138,1.4142051
2139,1.4142135
2140,1.4142029
2141,1.4142135
2142,1.4141191
2143,1.414213
2144,1.4142135
2145,1.4142132
2146,1.4139936
2147,1.4089284
2148,1.4142134
2149,1.4142071
2150,8.680943e-19
2151,1.4141991
2152,1.4142135
2153,1.414204
2154,2.8711673e-15
2155,1.414205
2156,1.4142098
2157,1.3666919e-11
2158,1.4142103
2159,1.4142091
2160,1.4142135
2161,1.4140092
2162,1.4142046
2163,1.4142135
2164,1.7294664e-17
2165,1.4141796
2166,1.4142026
2167,1.4142135
2168,1.4142104
2169,1.4142101
2170,1.4142135
2171,1.4141982
2172,1.4142063
2173,1.4142091
2174,1.4142118
2175,1.4142077
2176,1.5360229e-7
2177,1.4142057
2178,6.2467667e-19
2179,1.4142125
2180,1.4140376
2181,1.4142135
2182,1.4142135
2183,1.4117502
2184,1.4139912
2185,1.1598454e-17
2186,1.4142028
2187,1.4065508
2188,1.4138567
2189,1.4141387
2190,1.4142135
2191,1.4142119
2192,1.4142134
2193,1.4129244
2194,1.4140309
2195,1.411335
2196,1.4142118
2197,1.414149
2198,1.4142051
2199,1.4141098
2200,1.4142107
2201,1.4142123
2202,1.4141887
2203,1.4137783
2204,1.4141996
2205,1.4140615
2206,1.4142126
2207,1.4142135
2208,1.4141829
2209,1.4074539
2210,1.4134694
2211,1.4141794
2212,1.4141841
2213,1.4141651
2214,0.0000021194357
2215,1.4142127
2216,1.4138856
2217,1.4133505
2218,1.4131728
2219,1.4142079
2220,1.4137126
2221,1.4142114
2222,1.4129868
2223,3.5565664e-13
2224,1.4142134
2225,3.4367082e-19
2226,1.4140669
2227,1.4141713
2228,1.4141412
2229,1.4137999
2230,1.4142135
2231,1.413942
2232,1.4141945
2233,1.4139764
2234,1.4135793
2235,1.414026
2236,1.4142069
2237,1.414212
2238,1.4140803
2239,1.4142127
2240,1.4141897
2241,1.4142135
2242,1.4142028
2243,1.4142127
2244,1.4142034
2245,1.4140335
2246,1.4142097
2247,1.4141785
2248,1.4141959
2249,1.4138616
2250,1.4141605
2251,1.414199
2252,1.414045
2253,1.414145
2254,1.450734e-10
2255,1.414195
2256,3.2904054e-16
2257,1.4120936
2258,1.4142135
2259,1.4142104
2260,1.4142087
2261,1.4142135
2262,1.4141967
2263,2.1634129e-11
2264,1.4141629
2265,1.4141988
2266,1.4142002
2267,1.4142115
2268,1.4142033
2269,1.4142126
2270,1.4131587
2271,1.4142135
2272,1.4142135
2273,1.4139545
2274,1.4110731
2275,1.4141963
2276,1.4116803
2277,1.4142135
2278,1.4140269
2279,1.4142134
2280,1.414211
2281,1.3725227
2282,1.4142115
2283,1.4140925
2284,1.4141734
2285,1.4141915
2286,1.4142135
2287,1.4141744
2288,1.4142108
2289,1.4142045
2290,1.4142134
2291,1.4142135
2292,1.4142042
2293,1.4063443
2294,1.4142135
2295,1.4141879
2296,1.403983
2297,1.4142119
2298,1.4096011
2299,1.4142135
2300,1.4142135
2301,1.4142135
2302,1.4142127
2303,1.4138004
2304,0.00058546336
2305,1.4128859
2306,1.4142017
2307,1.4141188
2308,1.414194
2309,1.414202
2310,1.4142123
2311,1.4142135
2312,1.4139338
2313,1.4139923
2314,1.4142135
2315,1.4127334
2316,1.4334382e-17
2317,1.842956e-11
2318,1.4142114
2319,1.4142135
2320,1.4142135
2321,1.4142135
2322,1.4142126
2323,1.414202
2324,1.414194
2325,1.4139762
2326,1.3973403
2327,1.4142135
2328,1.4141908
2329,1.4126272
2330,3.6405536e-12
2331,1.4141836
2332,1.4142077
2333,1.4142028
2334,2.3871808e-18
2335,1.4141865
2336,3.5533233e-13
2337,1.4129349
2338,1.4142076
2339,1.4142135
2340,1.4141932
2341,1.4142118
2342,1.4140716
2343,3.4166962e-12
2344,1.4142063
2345,1.4141865
2346,1.4142061
2347,1.4142135
2348,1.4141964
2349,1.4142135
2350,1.3946506
2351,1.4124079
2352,1.4133229
2353,1.4141879
2354,1.4141785
2355,1.4142121
2356,1.4142135
2357,1.4142135
2358,1.4139203
2359,3.5952358e-10
2360,1.4142083
2361,1.4142091
2362,1.4142135
2363,1.414212
2364,1.4142075
2365,1.4106493
2366,1.4141196
2367,1.4142042
2368,1.4496633e-17
2369,1.4141425
2370,1.4141853
2371,1.4139559
2372,9.616374e-16
2373,1.4142095
2374,1.4142089
2375,1.4142069
2376,1.4141297
2377,1.4140295
2378,1.4142092
2379,2.801298e-22
2380,1.4142092
2381,1.4142114
2382,1.4142052
2383,1.4142036
2384,1.414208
2385,3.9539295e-18
2386,0.0000031669115
2387,1.4141809
2388,1.4142089
2389,1.4142135
2390,1.4142087
2391,1.4141333
2392,1.4142135
2393,1.4142053
2394,1.4140887
2395,1.4138862
2396,1.4139922
2397,1.4142135
2398,1.414212
2399,1.4142133
2400,3.0069924e-17
2401,1.4138912
2402,1.4142102
2403,1.4142119
2404,1.4142014
2405,1.4142135
2406,1.4142126
2407,1.4137764
2408,3.640504e-12
2409,1.4141033
2410,1.4142112
2411,1.4142135
2412,1.4141896
2413,1.4142076
2414,1.4142066
2415,4.7622064e-15
2416,1.4142134
2417,1.4142135
2418,1.4141675
2419,1.4141428
2420,1.4141228
2421,1.4138962
2422,2.6320258e-18
2423,1.4142016
2424,1.4142135
2425,1.4141808
2426,1.4142135
2427,3.1146945e-15
2428,1.4141967
2429,1.414006
2430,1.4142135
2431,1.4142126
2432,1.4142069
2433,1.4141953
2434,1.4142104
2435,4.52696e-16
2436,1.4142119
2437,3.2770032e-8
2438,1.4141208
2439,1.4133413
2440,1.4139053
2441,1.5698102e-14
2442,1.4142032
2443,1.4134623
2444,1.4142134
2445,1.4142095
2446,1.4142135
2447,1.4142067
2448,1.4142127
2449,1.4141916
2450,1.4142135
2451,1.4142132
2452,1.4141914
2453,1.4142127
2454,1.4141917
2455,1.4142112
2456,1.4126045
2457,3.6400583e-12
2458,1.4142134
2459,1.4142114
2460,1.4138812
2461,1.4125805
2462,1.4141887
2463,1.4118931
2464,1.414213
2465,1.4140881
2466,1.4142135
2467,1.4141743
2468,2.5999383e-19
2469,1.4142135
2470,1.4079506
2471,1.4142135
2472,1.2970382e-10
2473,1.414212
2474,1.4142104
2475,1.4130223
2476,1.4066966
2477,1.4142106
2478,1.4123468
2479,1.4141731
2480,1.4141941
2481,1.4142135
2482,1.4141937
2483,1.4142135
2484,1.4140309
2485,1.4142007
2486,1.831801e-18
2487,1.4142135
2488,1.4142025
2489,1.4142077
2490,1.4142123
2491,1.4142135
2492,4.3043547e-13
2493,1.4142104
2494,1.4140903
2495,1.4141625
2496,1.4140959
2497,1.4142112
2498,4.4494397e-16
2499,1.4141173
2500,1.4142017
2501,1.4142135
2502,1.4134692
2503,1.4121703
2504,1.4142135
2505,1.4141957
2506,1.4142135
2507,1.4142125
2508,1.4141585
2509,1.9822008e-18
2510,1.4142135
2511,1.4142057
2512,1.4795615e-19
2513,7.22992e-20
2514,2.0670474e-19
2515,9.98773e-12
2516,1.4142126
2517,1.4141306
2518,1.4135822
2519,1.4142108
2520,1.4142127
2521,1.4141995
2522,1.4142135
2523,1.4048752
2524,1.4126743
2525,1.4138308
2526,1.4142098
2527,1.4136907
2528,1.4142135
2529,2.0013814e-20
2530,1.4142126
2531,1.4139761
2532,1.414212
2533,3.4169757e-12
2534,1.4141512
2535,1.4139329
2536,1.4142135
2537,1.4142135
2538,1.4141525
2539,1.4141163
2540,4.0379466e-10
2541,1.2919346e-19
2542,1.4132372
2543,1.4142135
2544,1.4142054
2545,1.4138854
2546,1.4135559
2547,1.5307528e-16
2548,1.4142135
2549,1.4140356
2550,1.4139292
2551,1.4142135
2552,1.3843657
2553,1.4142135
2554,6.2330034e-19
2555,1.4141977
2556,1.4142135
2557,1.4141706
2558,1.4139407
2559,1.4142077
2560,1.4142135
2561,1.41415
2562,1.4114904
2563,1.422266e-12
2564,1.4124849
2565,1.4142135
2566,1.4140177
2567,2.5668971e-8
2568,1.4142135
2569,1.4142107
2570,1.4142036
2571,1.4141983
2572,1.4142107
2573,1.4142119
2574,1.4142135
2575,1.4139869
2576,1.4138031
2577,1.4141608
2578,1.4142123
2579,1.4142126
2580,1.4142094
2581,1.4142063
2582,2.2300781e-9
2583,1.4142135
2584,1.4140846
2585,1.4137534
2586,6.93294e-19
2587,1.4141618
2588,1.4141622
2589,1.4142038
2590,1.4131925
2591,1.4142135
2592,1.4141984
2593,1.4141955
2594,1.4142075
2595,1.4142092
2596,1.4142135
2597,0.0000045563006
2598,1.414166
2599,1.2300214e-10
2600,1.4142135
2601,1.4141661
2602,1.4142126
2603,1.413735
2604,1.4141871
2605,1.4142135
2606,1.4141784
2607,1.4142048
2608,1.4142135
2609,1.4141977
2610,1.4138365
2611,1.4142135
2612,1.4142135
2613,1.4142071
2614,1.4139994
2615,1.4142135
2616,1.4142063
2617,5.40728e-12
2618,1.4141113
2619,1.4142135
2620,1.4142127
2621,1.4141966
2622,1.3895582
2623,1.413402
2624,1.4132667
2625,1.412754
2626,1.4142126
2627,1.414101
2628,1.4141504
2629,1.4140421
2630,1.4142036
2631,1.41383
2632,1.4142135
2633,1.4130971
2634,1.4125296
2635,2.8782594e-13
2636,1.4142135
2637,1.4141065
2638,1.414212
2639,1.414196
2640,1.07603816e-16
2641,1.4141732
2642,1.4142135
2643,1.9842308e-20
2644,1.4142014
2645,1.4142135
2646,1.4142135
2647,1.4141742
2648,1.4142087
2649,1.4142116
2650,1.4137504
2651,1.4141701
2652,1.414208
2653,1.4142135
2654,1.4142135
2655,1.4077034
2656,1.4142123
2657,1.414212
2658,1.4142135
2659,1.4142135
2660,1.414181
2661,1.4140366
2662,1.4142005
2663,1.4140216
2664,1.4142135
2665,1.4136773
2666,1.4142076
2667,1.4141645
2668,1.4135326
2669,1.4142085
2670,1.4141062
2671,1.4142089
2672,1.4142094
2673,1.4142126
2674,4.607537e-12
2675,1.4142135
2676,1.4142134
2677,1.4141655
2678,1.4142135
2679,1.4142135
2680,1.4139634
2681,1.4142113
2682,1.4140631
2683,1.4142135
2684,1.403611
2685,1.4142135
2686,1.4142135
2687,1.414011
2688,1.4142118
2689,1.4142135
2690,1.4142135
2691,1.4142127
2692,1.4142091
2693,3.5535073e-13
2694,1.4141835
2695,1.4106861
2696,1.414212
2697,1.4141997
2698,1.4142126
2699,1.4140863
2700,1.8175699e-15
2701,1.4140284
2702,1.4142135
2703,1.414209
2704,1.4142135
2705,1.4142028
2706,1.4141957
2707,1.4140798
2708,1.4141985
2709,1.2889437e-7
2710,1.4142118
2711,1.4142076
2712,1.4142126
2713,1.4142135
2714,1.414121
2715,1.4142135
2716,1.4142135
2717,1.4142135
2718,1.4140166
2719,1.4142135
2720,1.4141437
2721,1.4142126
2722,1.4140589
2723,1.4141922
2724,5.080405e-21
2725,1.4141558
2726,1.4142126
2727,6.883263e-12
2728,1.4119233
2729,1.413097
2730,1.4142135
2731,1.4142135
2732,1.4141899
2733,1.413591
2734,1.4142135
2735,1.4027145
2736,1.4142135
2737,1.4139096
2738,7.32208e-19
2739,1.4142103
2740,1.4132214
2741,1.4141842
2742,1.4142135
2743,1.4141754
2744,1.4142135
2745,1.4142126
2746,1.4142135
2747,1.4142135
2748,1.4142066
2749,1.1394395e-18
2750,1.4142103
2751,1.8279128e-9
2752,1.413885
2753,1.4139959
2754,1.4142085
2755,1.4140474
2756,1.4132252
2757,5.7871437e-22
2758,1.4141682
2759,1.4142134
2760,1.4142135
2761,1.4138532
2762,1.4142135
2763,1.4142134
2764,1.4142126
2765,1.4142135
2766,4.734022e-21
2767,1.414092
2768,1.4142125
2769,1.4141643
2770,1.4142123
2771,1.4138596
2772,1.4142108
2773,5.9357265e-21
2774,1.4142053
2775,1.4142002
2776,1.4141741
2777,1.4141694
2778,1.4142101
2779,1.4142005
2780,1.4142088
2781,1.4140297
2782,1.4142135
2783,1.4141533
2784,1.4142135
2785,1.414213
2786,1.4142125
2787,1.4120761
2788,1.4140923
2789,1.4142134
2790,1.4142094
2791,1.4141859
2792,1.4142135
2793,1.4142135
2794,1.011843e-8
2795,1.4141945
2796,1.4142135
2797,1.414171
2798,9.6139615e-12
2799,1.4142116
2800,1.4072784
2801,1.4142135
2802,1.4142126
2803,1.4142135
2804,1.4142135
2805,1.4142119
2806,1.41404
2807,1.4140708
2808,1.4142051
2809,1.4142135
2810,1.4141525
2811,1.4126788
2812,1.4142091
2813,1.4141726
2814,1.4142135
2815,1.4142135
2816,1.4135361
2817,1.4139788
2818,1.4141867
2819,4.1472773e-11
2820,1.414179
2821,1.4134576
2822,1.4141121
2823,1.4142135
2824,1.4142048
2825,1.4137322
2826,1.4142135
2827,1.4088802
2828,1.4142135
2829,1.4142126
2830,1.4137706
2831,1.4131421
2832,1.4142106
2833,1.414212
2834,0.0
2835,1.4142125
2836,1.4142132
2837,1.4142019
2838,7.523145e-12
2839,1.4142135
2840,4.302072e-13
2841,1.4142135
2842,1.4142135
2843,1.4142126
2844,1.414197
2845,1.414212
2846,1.4141382
2847,1.4142135
2848,1.4142135
2849,1.4142097
2850,1.4142125
2851,1.4142047
2852,1.4142134
2853,1.4142116
2854,1.4142134
2855,1.4142135
2856,1.4142064
2857,1.4142059
2858,4.5113558e-20
2859,1.4141349
2860,1.4141973
2861,1.4142135
2862,1.4142135
2863,1.4142082
2864,1.4142135
2865,1.4141979
2866,2.3905596e-11
2867,1.4141809
2868,1.4141896
2869,1.4141954
2870,1.4142126
2871,1.4142084
2872,1.4142135
2873,5.6918236e-14
2874,1.414194
2875,1.4142135
2876,1.4142079
2877,1.4141853
2878,1.4141893
2879,1.4142097
2880,1.4141973
2881,1.4138501
2882,1.413731
2883,1.4142133
2884,1.4142135
2885,1.4142135
2886,1.414194
2887,1.4142135
2888,1.4142135
2889,1.4142135
2890,4.867161e-12
2891,1.6479798e-15
2892,1.4142135
2893,1.4139724
2894,1.4142128
2895,1.4142135
2896,1.4142113
2897,1.4142069
2898,1.4140284
2899,1.4129046
2900,1.4142121
2901,1.4142103
2902,1.4142135
2903,1.4142106
2904,1.4142126
2905,1.4123944
2906,6.0459777e-16
2907,1.4142135
2908,1.4136834
2909,1.0270377e-12
2910,1.4142098
2911,1.4142097
2912,1.412675
2913,1.4072745
2914,1.4132274
2915,1.4141672
2916,1.4142115
2917,1.4142134
2918,1.4142135
2919,1.4141971
2920,1.4139861
2921,1.4142119
2922,1.4142135
2923,1.3160872e-8
2924,1.4142135
2925,1.414212
2926,1.4142135
2927,6.075993e-7
2928,1.4136757
2929,1.4142135
2930,1.4141753
2931,1.4142135
2932,1.4142135
2933,1.4141849
2934,1.4142127
2935,1.8338801e-22
2936,1.414026
2937,1.4142123
2938,1.410586
2939,1.4142126
2940,1.4142135
2941,1.4142135
2942,8.000478e-13
2943,1.4142135
2944,1.4142135
2945,1.4142125
2946,1.4142106
2947,1.4142135
2948,1.4122142
2949,1.4142109
2950,1.4141142
2951,1.4142135
2952,1.4142134
2953,1.4127611
2954,1.4142135
2955,1.4142135
2956,1.4141997
2957,1.4142135
2958,3.077651e-16
2959,1.4142019
2960,1.4142135
2961,1.4142135
2962,1.4142135
2963,1.4142135
2964,1.4141337
2965,1.4142135
2966,1.4137697
2967,2.261269e-21
2968,1.4141965
2969,1.4142069
2970,1.4142135
2971,1.4142123
2972,1.4142106
2973,1.4142014
2974,1.4141706
2975,1.4142135
2976,1.4141742
2977,1.4142125
2978,2.7132821e-17
2979,1.4142126
2980,1.4133028
2981,1.4121954
2982,1.4142061
2983,1.414021
2984,4.1908382e-15
2985,1.4129819
2986,1.4142112
2987,1.4142134
2988,1.4142135
2989,1.4142135
2990,0.0
2991,1.4135253
2992,5.359706e-20
2993,1.4142028
2994,1.4142135
2995,1.4142135
2996,1.4142135
2997,1.4141837
2998,1.4142083
2999,4.8675417e-12
3000,1.4097073
3001,1.4142135
3002,1.4141175
3003,1.4141825
3004,1.4142135
3005,7.128716e-9
3006,1.4108733
3007,1.4100013
3008,1.4142106
3009,1.4142135
3010,1.4141805
3011,1.4142107
3012,1.6541293e-8
3013,1.4142
3014,1.4142135
3015,1.4142135
3016,1.4142109
3017,1.4142115
3018,1.4142091
3019,1.19590995e-11
3020,1.4141058
3021,1.4130117
3022,1.4142135
3023,1.4141779
3024,1.4141924
3025,1.4142118
3026,1.4142135
3027,1.4142103
3028,1.3721172
3029,2.7873066e-12
3030,1.4142
3031,1.4137594
3032,1.7971754e-15
3033,4.6097084e-16
3034,8.7358034e-20
3035,1.7204286e-12
3036,1.4142115
3037,1.414212
3038,1.4141524
3039,1.4142135
3040,1.4142095
3041,1.4142106
3042,1.4137119
3043,1.4141707
3044,1.4142135
3045,2.303893e-9
3046,1.4142071
3047,1.4141104
3048,1.4142126
3049,1.4131416
3050,1.4137238
3051,1.4142135
3052,1.4130263
3053,2.9903528e-12
3054,1.4142135
3055,1.4142134
3056,1.4098094
3057,1.4142135
3058,1.4142059
3059,1.4141988
3060,1.4082226
3061,1.4142115
3062,1.4142103
3063,0.0
3064,1.4142135
3065,1.4142134
3066,1.4142106
3067,1.4142083
3068,1.4142135
3069,1.4141996
3070,1.4142133
3071,1.4142097
3072,1.4141545
3073,1.4091336
3074,1.4138104
3075,1.4142135
3076,1.4142135
3077,1.4139383
3078,1.4141179
3079,1.414122
3080,1.4140602
3081,1.4142135
3082,1.4142135
3083,1.4142135
3084,1.4142019
3085,1.4142101
3086,1.4142135
3087,1.4141425
3088,1.4141859
3089,1.4142115
3090,1.4141997
3091,1.4142116
3092,1.4142072
3093,1.4141575
3094,3.5584063e-13
3095,1.64704e-15
3096,1.4142106
3097,1.4137249
3098,1.4142135
3099,1.4141597
3100,1.4113404
3101,1.414208
3102,1.4142107
3103,1.398459e-15
3104,1.4142135
3105,1.4142135
3106,1.4141582
3107,1.4141784
3108,1.4141777
3109,1.4141958
3110,1.4141762
3111,1.4142134
3112,1.4142004
3113,1.4142135
3114,1.4140261
3115,1.4142118
3116,1.4142135
3117,1.414145
3118,1.4134676
3119,1.4141978
3120,1.4142135
3121,1.7327836e-16
3122,1.4141548
3123,1.4142125
3124,1.4141865
3125,1.4141995
3126,6.662983e-16
3127,1.4142119
3128,1.4089515
3129,1.4142135
3130,1.4142135
3131,1.4142052
3132,1.4135433
3133,1.4100407
3134,1.4142135
3135,1.4141285
3136,6.4526623e-18
3137,1.4142079
3138,1.4142135
3139,1.414208
3140,1.4141418
3141,5.034684e-11
3142,1.4138187
3143,1.4141967
3144,1.4142118
3145,1.4142044
3146,1.4142134
3147,1.4142135
3148,1.4142109
3149,1.4142135
3150,1.4141499
3151,1.4140793
